Unnamed: 0,"Các tình huống và hướng xử lý khi gặp các mã lỗi trên tool TPE- Thông tin giao dịch:
- TH1: Hệ thống trả mã lỗi và PE Return Message rõ ràng, CS đối chiếu trùng với HXL trên FAQ > CS tư vấn theo thông tin đã có cho KH
- TH2: Hệ thống trả mã lỗi và PE Return Message rõ ràng nhưng trên FAQ không có thông tin mã lỗi và HXL > CS tư vấn kết quả theo PE Return Message cho KH + Chuyển case cho QC update lên FAQ
- TH3: Hệ thống trả mã lỗi và PE Return Message không trùng với HXL trên FAQ/không rõ ràng > CS tạo jira kiểm tra với BPLQ

PE Return Message là thông báo của hệ thống phản hồi kết quả và HXL cho KH",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
-348,Vượt thanh toán 100 triệu đồng/tháng tại dịch vụ này.,,210808,Vượt thanh toán 100 triệu đồng/tháng tại dịch vụ này. Vui lòng liên hệ CSKH của Zalopay 1900545436 để được hỗ trợ.,"Vượt hạn mức thanh toán 100 tr/tháng cho mọi hình thức thanh toán
HXL: Tư vấn KH thực hiện lại vào tháng sau",-348210808
-348,-1|20|210000|Giao dịch có dấu hiệu bất thường trên thiết bị lạ. Bạn hãy liên hệ CSKH để kiểm tra.,RMS_TRANSACTION_ACCOUNT_TAKEOVER,210000,Giao dịch có dấu hiệu bất thường trên thiết bị lạ. Bạn hãy liên hệ CSKH để kiểm tra.,"Chặn giao dịch nghi ngờ bất thường để bảo vệ KH
HXL: CS tư vấn do hệ thống phát hiện bất thường và tạm ngăn chặn các GD có rủi ro cao khi KH thực hiện GD tại cổng thanh toán của ZaloPay. CS xoa dịu KH và nhờ KH chờ sau 24h kể từ GD thành công trước đó để thực hiện thanh toán mới.",-348210000
-348,-1|20|210800|Hệ thống đang tạm gián đoạn. Vui lòng thử lại sau.,,210800,Hệ thống đang tạm gián đoạn. Vui lòng thử lại sau,CS xin lỗi + báo KH: Zalopay đang ghi nhận kiểm tra hệ thống + hướng dẫn KH thực hiện lại sau 24h.,-348210800
-348,-1|20|210807|Dịch vụ tạm thời không thể cung cấp cho bạn. Vui lòng liên hệ CSKH của Zalopay 1900545436 để được hỗ trợ.,,210807,Dịch vụ tạm thời không thể cung cấp cho bạn. Vui lòng liên hệ CSKH của Zalopay 1900545436 để được hỗ trợ.,"Mã lỗi chỉ đang áp dụng cho Appid 4528 - Tenpay

B1: CS1 khai thác chi tiết hơn về hàng hoá dịch vụ mà KH thanh toán.  (anh/chị thanh toán để mua hàng hóa/dịch vụ gì ạ?)

B2: Ghi nhận + chuyển case SL.

B3: SL check với CPL đánh giá xem có mở dịch vụ này cho user thanh toán không? >> SL phản hồi kết quả cho user.",-348210807
-348,-1|20|210099|Giao dịch có dấu hiệu không an toàn. Bạn hãy liên hệ CSKH để kiểm tra nhé.,,210099,Giao dịch có dấu hiệu không an toàn. Bạn hãy liên hệ CSKH để kiểm tra nhé.,CS hướng dẫn KH thử lại với nguồn tiền khác hoặc thanh toán giao dịch giá trị nhỏ hơn,-348210099
-356,0|10000|210800|Zalopay đã ngăn chặn giao dịch để bảo vệ tài khoản của bạn. Vui lòng xác thực khuôn mặt để tiếp tục hoặc liên hệ CSKH 1900545436 để kiểm tra giao dịch.,,210800,Zalopay đã ngăn chặn giao dịch để bảo vệ tài khoản của bạn. Vui lòng xác thực khuôn mặt để tiếp tục hoặc liên hệ CSKH 1900545436 để kiểm tra giao dịch.,"Chặn giao dịch nghi ngờ bất thường để bảo vệ KH, hệ thống yêu cầu KH thực hiện face authen (nhưng KH face authen fail hoặc KH không thực hiện face authen)

HXL: CS tư vấn do hệ thống phát hiện bất thường và tạm ngăn chặn các GD có rủi ro cao khi KH thực hiện GD tại app ZaloPay + hướng dẫn KH thực hiện lại GD mới và tiến hành Face Authen theo yêu cầu hệ thống tiếp tục GD.

*Lưu ý:
- Mỗi 15 phút, hệ thống sẽ yêu cầu KH thực hiện lại face authen trong quá trình giao dịch.
- CS cần xem thêm thông tin tại cột Auth Info trên tool TPE - Thông tin giao dịch để xem giao dịch KH có được hệ thống yêu cầu face authen và thực hiện thành công hay không? (Nếu có thì hệ thống sẽ hiển thị faceAuth = Yes)
- Trường hợp lỗi xác thực lỗi khuôn mặt/xác thực nhiều lần những vẫn không GD được/không xác thực được do màn hình trắng/...: CS có thể hướng dẫn KH update eKYC thử lại hoặc xin ảnh CCCD 2 mặt + Sefie để CS chuyển Risk hỗ trợ xác thực manual. Đối với các mô tả lỗi liên quan đến bug app (Màn hình trắng, app loading,...), CS cần xin thêm thông tin lỗi ứng dụng để check bug.",-356210800
-356,0|10000|210803|Chúng tôi đã ngăn chặn giao dịch bất thường để bảo vệ tài khoản của bạn. Vui lòng xác thực khuôn mặt để tiếp tục hoặc liên hệ CSKH để kiểm tra giao dịch.,,210803,Chúng tôi đã ngăn chặn giao dịch bất thường để bảo vệ tài khoản của bạn. Vui lòng xác thực khuôn mặt để tiếp tục hoặc liên hệ CSKH để kiểm tra giao dịch.,"Chặn giao dịch nghi ngờ bất thường để bảo vệ KH, hệ thống yêu cầu KH thực hiện face authen (nhưng KH face authen fail hoặc KH không thực hiện face authen)

HXL: CS tư vấn do hệ thống phát hiện bất thường và tạm ngăn chặn các GD có rủi ro cao khi KH thực hiện GD tại app ZaloPay + hướng dẫn KH thực hiện lại GD mới và tiến hành Face Authen theo yêu cầu hệ thống tiếp tục GD.",-356210803
-244,-1|15|210000|Giao dịch có dấu hiệu bất thường trên thiết bị lạ. Bạn hãy liên hệ CSKH để kiểm tra.,,210000,Giao dịch có dấu hiệu bất thường trên thiết bị lạ. Bạn hãy liên hệ CSKH để kiểm tra.,"Chặn giao dịch nghi ngờ bất thường để bảo vệ KH
HXL: CS tư vấn do hệ thống phát hiện bất thường và tạm ngăn chặn các GD có rủi ro cao khi KH thực hiện GD tại ZaloPay. CS xoa dịu KH và nhờ KH chờ sau 24h kể từ GD thành công trước đó để thực hiện thanh toán mới.",-244210000
-244,-1|20|700010|Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,IS_FRAUD_TRANSACTION,700010,Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,"Có dấu hiệu abuse bằng refund
HXL: CS XMTT + kiểm tra xem trước đó (tối thiểu 3 tháng) KH có GD thanh toán nào bị refund hay không? 
+ Nếu có GD bị refund thì hỏi thêm nguyên nhân refund của GD đó. 
+ Nếu không có GD bị refund thì báo ghi nhận thông tin kiểm tra.

> CS chuyển case SL check với TruongTN. Hẹn thời gian phản hồi 3-5 ngày LV.",-244700010
-244,-1|20|700011|Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,IS_FRAUD_TRANSACTION,700011,Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,,-244700011
-244,-1|20|700012|Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,IS_FRAUD_TRANSACTION,700012,Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,,-244700012
-244,-1|20|700014|Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,IS_FRAUD_TRANSACTION,700014,Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,,-244700014
-244,-1|20|700017|Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,IS_FRAUD_TRANSACTION,700017,Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,,-244700017
-244,-1|20|700018|Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,IS_FRAUD_TRANSACTION,700018,Giao dịch bị từ chối. Bạn hãy liên hệ CSKH ZaloPay để biết thêm chi tiết.,"Giao dịch qua ví hoặc qua thẻ CC: CS tư vấn nguyên nhân do KH có nhiều giao dịch hoàn tiền nên hệ thống đánh giá có hành vi bất thường. Để có thể tiếp tục thực hiện GD, KH cần cung cấp các thông tin sau:
- Lí do hoàn tiền của các GD trước đó.
- Ảnh 2 mặt CCCD.
- Ảnh selfie.

> CS chuyển case SL check với TruongTN. Hẹn thời gian phản hồi 3-5 ngày LV.",-244700018
-244,-1|1|300003|Bạn hãy hoàn thành liên kết Ví với thẻ thanh toán/ tài khoản NH để tiếp tục sử dụng.,IS_FRAUD_TRANSACTION,300003,Bạn hãy hoàn thành liên kết Ví với thẻ thanh toán/ tài khoản NH để tiếp tục sử dụng.,"Compliance's blacklist	
HXL: Hướng dẫn KH liên kết Ví với thẻ/ TKNH để tiếp tục thực hiện GD. ",-244300003
-244,-1|20|400001|Sản phẩm này chưa được hỗ trợ trên ZaloPay,IS_FRAUD_TRANSACTION,400001,Sản phẩm này chưa được hỗ trợ trên ZaloPay,"Control game merchants. 
- AppID: 10056; 734; 865
- Mã GameID không nằm trong danh sách được phép thanh toán do merchant chưa khai báo GameID
HXL: 
CS báo KH: hiện sản phẩm/dịch vụ này chưa được hỗ trợ thanh toán bằng Zalopay ",-244400001
-244,"-1|-1|302208|Thẻ không thực hiện được giao dịch, vui lòng thử lại với số tiền nhỏ hơn.",,302208,"Thẻ không thực hiện được giao dịch, vui lòng thử lại với số tiền nhỏ hơn.","- Mô tả: Rule limit hạn mức giao dịch của các Card BIN rủi ro qua phương thức thanh toán gateway, danh sách BIN rủi ro, danh sách merchant được cập nhật thường xuyên theo từng thời kỳ.
- Rule: 2M /GD.
- HXL: Hướng dẫn KH thử lại GD với số tiền nhỏ hơn.",-244302208
-244,-1|15|212025|Zalopay đã ngăn chặn giao dịch bất thường để bảo vệ tài khoản của bạn. Vui lòng thực hiện lại giao dịch khác sau 24 giờ,,212025,Zalopay đã ngăn chặn giao dịch bất thường để bảo vệ tài khoản của bạn. Vui lòng thực hiện lại giao dịch khác sau 24 giờ,"Do hit rule của Risk nhằm bảo về TKKH.
HXL: CS hướng dẫn thử lại sau 24h",-244212025
-244,-1|20|390003|Vượt quá hạn mức thanh toán từ nguồn tiền này. Bạn hãy thử lại sau 24 tiếng.,,390003,Vượt quá hạn mức thanh toán từ nguồn tiền này. Bạn hãy thử lại sau 24 tiếng.,"Nguyên nhân: KH chạm hạn mức thanh toán 100tr trong vòng 24h từ nguồn tiền ATM. KH có thể thực hiện lại GD sau 24h
HXL: CS báo KH đã vượt quá hạn mức thanh toán 100tr trong vòng 24h bằng nguồn tiền thẻ ATM, nhờ KH thông cảm và thực hiện lại sau 24h kể từ giao dịch thất bại gần nhất.",-244390003
-244,"-1|1|600103|Hiện tại dịch vụ không khả dụng, vui lòng chọn nguồn tiền khác.",,600103,"Hiện tại dịch vụ không khả dụng, vui lòng chọn nguồn tiền khác.","Nguyên nhân: do User thanh toán dư nợ trễ hạn nên bị hạn chế các giao dịch liên quan đến Billing, Ecommerce, Telco và Traveling. (có thể tính từ khi KH mở tk Trả sau)

HXL: CS1 kiểm tra giao dịch thanh toán dư nợ của KH (Nếu là TKTS của Lotte Finance, xin thêm ngày sao kê để kiểm tra):
TH1: Kỳ sao kê trước đó (1 kỳ) không có giao dịch/ vẫn đang thanh toán đúng hạn (bao gồm thanh toán tối thiểu). 
=> CS1 chuyển SL note file check với risk add Whitelist cho KH. SLA: 3-5 ngày làm việc >>  Trạng thái Chờ Risk

TH2: Kỳ sao kê trước đó (1 kỳ) KH thanh toán dư nợ trễ hạn.
=> CS tư vấn cho KH: Dịch vụ hiện không khả dụng cho nguồn tiền TKTS mong KH thông cảm và thanh toán dư nợ đúng hạn, KH sẽ được mở lại dịch vụ vào kỳ tiếp theo.
**Lưu ý: Nếu KH gay gắt không đồng ý với thông tin phản hồi, CS1 chuyển SL note file check với risk add Whitelist cho KH. SLA: 3-5 ngày làm việc >>  Trạng thái Chờ Risk",-244600103
-358,,,,,,-358600103
-358,"-1|1|600102|Hiện tại dịch vụ không khả dụng, vui lòng chọn nguồn tiền khác.",,600102,"Hiện tại dịch vụ không khả dụng, vui lòng chọn nguồn tiền khác.",,-358600102
-244,,,,,,-244600102
-358,-1|20|610053|Bạn vui lòng thanh toán dư nợ sao kê kỳ trước. Sau đó thử lại giao dịch sau 24 giờ.,,610053,Bạn vui lòng thanh toán dư nợ sao kê kỳ trước. Sau đó thử lại giao dịch sau 24 giờ.,,-358610053
-244,-1|20|390007|Vượt quá hạn mức thanh toán từ nguồn tiền này. Bạn hãy thử lại sau 24 tiếng.,,390007,Vượt quá hạn mức thanh toán từ nguồn tiền này. Bạn hãy thử lại sau 24 tiếng.,"Nguyên nhân: KH vượt hạn mức nguồn tiền thẻ/tài khoản NH đang sử dụng

> Hạn mức check bảng hạn mức",-244390007
244,-1|20|670009|Bạn vui lòng thanh toán dư nợ Trả sau hoặc Vay tiền nhanh và thử lại giao dịch sau 24 giờ.,,670009,Bạn vui lòng thanh toán dư nợ Trả sau hoặc Vay tiền nhanh và thử lại giao dịch sau 24 giờ.,"Nguyên nhân: KH còn dư nợ TKTS chưa thanh toán hoặc khoản vay tiền nhanh tại Zalopay quá hạn chưa thanh toán.

HXL:
CS kiểm tra KH đang có dư nợ TKTS hoặc khoản vay nhanh tại Zalopay hay không:
   + Nếu có: CS tư vấn KH thanh toán toàn bộ dư nợ TKTS hoặc khoản vay nhanh quá hạn. Sau khi thanh toán sẽ được mở lại thanh toán
   + Nếu không: CS chuyển SL/Tạo jira check với BPLQ nguyên nhân báo lỗi",244670009
-332,0|15|100007|Bạn cần định danh tài khoản để tiếp tục thanh toán với ưu đãi.,RMS_USER_NEED_KYC,100007,Bạn cần định danh tài khoản để tiếp tục thanh toán với ưu đãi.,"Có dấu hiệu abuser/ campaign có high abuse
HXL: CS hướng dẫn KH định danh tài khoản để tiếp tục GD.",-332100007
-332,0|15|111005|Không thể áp dụng ưu đãi. Bạn hãy thử lại giao dịch mà không dùng khuyến mãi nhé.,,111005,Không thể áp dụng ưu đãi. Bạn hãy thử lại giao dịch mà không dùng khuyến mãi nhé.,"HD KH giao dịch lại mà không dùng khuyến mãi.

Lưu ý: nếu là GD Topup payment sẽ ko thấy có áp dụng khuyến mãi, và vì GD Topup fail nên sẽ không có GD payment. Nhưng thực tế GD thanh toán gốc sẽ có áp dụng khuyến mãi nên bị báo lỗi này >> CS HD user thực hiện thanh toán GD ko dùng KM theo mã lỗi.",-332111005
-333,-1|20|101118|Không thể áp dụng ưu đãi. Bạn hãy thử lại giao dịch mà không dùng khuyến mãi nhé. ,,101118,Không thể áp dụng ưu đãi. Bạn hãy thử lại giao dịch mà không dùng khuyến mãi nhé.,"*Dành cho trường hợp KH đang thanh toán bằng VietQR có sử dụng voucher Gotit

Nguyên nhân: Do tài khoản bank account KH sử dụng đã từng thanh toán cho 1 giao dịch VietQR khác có áp dụng Gotit trước đó (Hit rule của Risk)

HXL: KH có thể thanh toán không dùng khuyến mãi hoặc nếu muốn dùng khuyến mãi thì phải dùng bank account khác để thanh toán.

*Trường hợp tài khoản KH không thuộc tình huống mô tả trên: 
- Nếu User thuộc tài khoản blacklist: CS phản hồi theo temp Blacklist.
- Nếu User không thuộc tài khoản blacklist: CS ghi nhận chuyển case SL check thêm với Risk về nguyên nhân và hướng xử lý.",-333101118
-333,-1|21|101114|Không thể áp dụng ưu đãi. Bạn hãy thử lại giao dịch mà không dùng khuyến mãi nhé.,,101114,Tài khoản của bạn không thể áp dụng ưu đãi. Bạn hãy thử lại giao dịch mà không dùng khuyến mãi,"Nguyên nhân: 
1. KH Blacklist/Greylist
2. Do đa phần (100%) giao dịch của KH đều sử dụng khuyến mãi. CS HD KH thực hiện thêm các giao dịch khác không sử dụng khuyến mãi.

HXL:
CS kiểm tra Promotion Abuse - Trạng thái Risk tại Tool CXM_Thông tin tài khoản
   - Nếu Blacklist/Greylist > CS xử lý như quy trình case khuyến mãi KH Blacklist/Greylist bình thường
   - Nếu Normal > CS phản hồi theo Script sau:
""Để có thể tiếp tục tham gia và sử dụng ưu đãi, bạn vui lòng thực hiện một số giao dịch thanh toán hợp lệ (không áp dụng khuyến mãi) với giá trị từ 100.000đ trở lên để hệ thống ghi nhận và đánh giá lại tài khoản""",-333101114
-361,0|10000|100071|Bạn cần xác thực khuôn mặt để tiếp tục thanh toán với ưu đãi.,,100071,Bạn cần xác thực khuôn mặt để tiếp tục thanh toán với ưu đãi.,"Face Authen High Risk Campaign

HXL: 
Trước tiên CS cần kiểm tra KH có dính rule BL hay không?
+ Nếu KH có Blacklist: CS hướng dẫn KH thực hiện lại GD không dùng KM.
+ Nếu KH không có Blacklist: CS hướng dẫn KH thực hiện xác thực khuôn mặt (Face Authen) để có thể tiếp tục thực hiện giao dịch.

(*) Trường hợp lỗi xác thực lỗi khuôn mặt/xác thực nhiều lần những vẫn không GD được/không xác thực hiện được do màn hình trắng/...: CS có thể hướng dẫn KH update eKYC thử lại hoặc xin ảnh CCCD 2 mặt + Sefie để CS chuyển Risk hỗ trợ xác thực manual. Đối với các mô tả lỗi liên quan đến bug app (Màn hình trắng, app loading,...), CS cần xin thêm thông tin lỗi ứng dụng để check bug.",-361100071
-361, 0|10000|101057|Bạn cần xác thực khuôn mặt để tiếp tục thanh toán với ưu đãi. ,,101057,Bạn cần xác thực khuôn mặt để tiếp tục thanh toán với ưu đãi.,,-361101057
-350,-1|20|300109|Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,,300109,Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,"Rule setup thay mặt Gotit để chặn các GD rủi ro cao qua gateway
- AppID: 884
- Gateway
+ KH bình thường: > 5tr/GD 
+ KH whitelist: > 15tr/GD
> HXL: Đây là rule setup thay mặt cho merchant GotIt nên thông báo KH liên hệ bộ phận CSKH của GotIt để được hỗ trợ",-350300109
-350,-1|20|300107|Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,,300107,Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,"Rule setup thay mặt Gotit để chặn các GD rủi ro cao qua gateway
- AppID: 884
- Gateway
Rule hạn mức trong 24h:
+ KH bình thường: > 5GD or > 20tr
+ KH whitelist: > 5GD or > 50tr
> HXL: Đây là rule setup thay mặt cho merchant GotIt nên thông báo KH liên hệ bộ phận CSKH của GotIt để được hỗ trợ",-350300107
-350,-1|20|300108|Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,,300108,Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,"Rule setup thay mặt Gotit để chặn các GD rủi ro cao qua gateway
- AppID: 884
- Gateway
Rule hạn mức trong 168h:
+ KH bình thường: > 5GD or > 20tr
+ KH whitelist: > 60tr
> HXL: Đây là rule setup thay mặt cho merchant GotIt nên thông báo KH liên hệ bộ phận CSKH của GotIt để được hỗ trợ",-350300108
-350,-1|20|300106|Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,,300106,Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,"Rule setup thay mặt Gotit để chặn các GD rủi ro cao qua gateway
- AppID: 884
- Mỗi số điện thoại và email chỉ được sử dụng 3 thẻ ngân hàng để thanh toán trong 168h
> HXL: Đây là rule setup thay mặt cho merchant GotIt nên thông báo KH liên hệ bộ phận CSKH của GotIt để được hỗ trợ",-350300106
-350,"-1|20|300110|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",RMS_TRANSACTION_VIOLATED_RISK_RULE,300110,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule reject các giao dịch từ các BIN rủi ro của merchant GotIt.

HXL: Hướng dẫn KH thực hiện giao dịch với nguồn tiền khác",-350300110
-350,"-1|20|300112|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác..",,300112,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng thẻ được sử dụng trên mỗi merchant users trong 24h
- AppID = 1783
- Gateway
- Mỗi MC users chỉ được dùng 3 thẻ ngân hàng để thanh toán trong 24h

HXL: Hướng dẫn KH thực hiện lại sau 24h",-350300112
-350,"-1|20|300113|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300113,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng thẻ được sử dụng trên mỗi Zalopay userID trong 24h
- AppID = 1783
- Gateway
- Mỗi Zalopay userID chỉ được dùng 3 thẻ ngân hàng để thanh toán trong 24h

HXL: Hướng dẫn KH thực hiện lại sau 24h",-350300113
-350,"-1|20|300114|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác",,300114,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác","Nguyên nhân: Rule limit số lượng Phone number trên mỗi thẻ trong 24h
- AppID = 884
- Gateway
- Mỗi Zalopay Card chỉ được dùng 3 số điện thoại để thanh toán trong 24h

HXL: Hướng dẫn KH thực hiện giao dịch với nguồn tiền khác",-350300114
